track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,duration,tracks_album_title,tracks_artist_name,genre,tracks_track_date_created,title
146,0.532019493,0.417680921,0.476422498,0.402500406,0.172104669,0.035360722,135.468,0.682397181,354,Limbic Rage,Amoebic Ensemble,Jazz,11/26/2008 1:44,Gimme a Buck or I'll Touch You / Boilermaker
147,0.778409916,0.706681063,0.866116014,0.806702599,0.104649817,0.065083465,120.218,0.917612908,232,Limbic Rage,Amoebic Ensemble,Jazz,11/26/2008 1:44,Repetitive Motion Sickness
153,0.98830555,0.2556609,0.979773793,0.973005724,0.121342,0.051739762,90.241,0.034017867,405,Arc and Sender,Arc and Sender,Rock,11/26/2008 1:45,Hundred-Year Flood
154,0.970134887,0.352946131,0.023851562,0.957112885,0.113260721,0.032176764,53.758,0.035631561,319,Arc and Sender,Arc and Sender,Rock,11/26/2008 1:45,Squares And Circles
155,0.981657344,0.142249248,0.912122086,0.967293978,0.363509516,0.087526988,91.912,0.034325256,756,unreleased demo,Arc and Sender,Rock,11/26/2008 1:45,Maps of the Stars Homes
169,0.989141175,0.225977528,0.722834853,0.263076279,0.092370532,0.053406352,94.322,0.028347208,144,Boss of Goth,Argumentix,Rock,11/26/2008 1:46,Boss of Goth
170,0.88665971,0.298518303,0.744332563,0.92095049,0.139587018,0.088781041,97.88,0.073547547,181,Nightmarcher,Argumentix,Rock,11/26/2008 1:46,Industry Standard Massacre
171,0.698277761,0.285815646,0.213493734,0.9556913,0.087035928,0.064093819,125.645,0.150599136,80,Victim of Your Life,Argumentix,Rock,11/26/2008 1:46,Marching as Technitions
172,0.815548904,0.144125071,0.892721187,0.900430124,0.104703467,0.102293658,138.68,0.034916419,206,Heir to the Power Bear Fortune,Argumentix,Rock,11/26/2008 1:46,I Can't Stand You Up-right
173,0.842112888,0.285293229,0.564688697,0.951624346,0.110481378,0.040610547,166.552,0.254299214,218,Boss of Goth,Argumentix,Rock,11/26/2008 1:46,Save Life's Golden Receipt In Case Refund Needed
174,0.367392646,0.339698071,0.846639439,0.909186179,0.19894398,0.462607473,70.887,0.048242733,199,Boss of Goth,Argumentix,Rock,11/26/2008 1:46,Senator's Stance
175,0.993927617,0.310089977,0.95249313,0.274311479,0.354230519,0.825743907,69.413,0.033402312,111,Nightmarcher,Argumentix,Rock,11/26/2008 1:46,Snapped Today
176,0.833516014,0.206509279,0.779140487,0.940841086,0.372311399,0.077227145,123.583,0.028143816,160,Victim of Your Life,Argumentix,Rock,11/26/2008 1:46,Step Up to Legends
177,0.754275299,0.209112907,0.579959277,0.736865435,0.112164893,0.073350202,95.932,0.083330261,129,Boss of Goth,Argumentix,Rock,11/26/2008 1:46,Petty Hate Machine
178,0.995553322,0.18614593,0.413054236,0.955137448,0.111716276,0.040892505,61.316,0.252819344,259,"Tarantula Downpour 7""",Argumentix,Rock,11/26/2008 1:46,Lend Me a Blanket
179,0.958873292,0.274608855,0.98948247,0.919362308,0.546515688,0.185316312,84.173,0.0332076,90,Dracula Safari,Argumentix,Rock,11/26/2008 1:46,Ready to Die
189,0.993670209,0.622578036,0.216906878,0.972870004,0.110989349,0.029923503,92.124,0.039641258,283,What I Know,Ed Askew,Folk,11/26/2008 1:46,The Thought Of It
190,0.99062949,0.500753457,0.371229743,0.102838444,0.218810194,0.032528811,100.919,0.251232305,249,Blue Piano,Ed Askew,Folk,11/26/2008 1:46,Castle Of Stars
191,0.982463915,0.286557293,0.238347942,0.942936852,0.097493219,0.02990791,115.292,0.086136508,224,What I Know,Ed Askew,Folk,11/26/2008 1:46,Song About Michael
192,0.992865643,0.653847565,0.044151244,0.338404211,0.112740831,0.845311928,129.673,0.788160273,40,What I Know,Ed Askew,Folk,11/26/2008 1:46,Ed Talk WNYC
193,0.914038875,0.640601044,0.164071252,0.760562193,0.258399033,0.099210321,49.831,0.190789711,254,Blue Piano,Ed Askew,Folk,11/26/2008 1:47,Here With You
194,0.992905949,0.494730177,0.200337559,0.618086852,0.086449938,0.038937795,103.779,0.253244415,192,Blue Piano,Ed Askew,Folk,11/26/2008 1:47,All I want to Do
195,0.989495551,0.493989456,0.184508387,0.968416643,0.116594587,0.04234154,50.168,0.267029516,339,What I Know,Ed Askew,Folk,11/26/2008 1:47,I Remember You
196,0.995459498,0.370060505,0.146733775,0.972813356,0.117827832,0.035720032,107.346,0.136060118,170,What I Know,Ed Askew,Folk,11/26/2008 1:47,Bright Mr Brother
197,0.983585184,0.602656565,0.007043697,0.791713442,0.080021913,0.421113443,128.698,0.770009457,68,Blue Piano,Ed Askew,Folk,11/26/2008 1:47,Piano 2
198,0.994758357,0.444476637,0.254202456,0.907322268,0.138199081,0.032691843,107.605,0.192034077,269,Blue Piano,Ed Askew,Folk,11/26/2008 1:47,It Breaks My Heart
199,0.837046224,0.652686963,0.208152213,0.913980896,0.098106908,0.044584711,86.536,0.34776472,263,What I Know,Ed Askew,Folk,11/26/2008 1:47,Rimbaud
200,0.960191604,0.215925929,0.295126456,0.802977714,0.170076121,0.037825105,200.391,0.367739929,194,Blue Piano,Ed Askew,Folk,11/26/2008 1:47,Baby Come Home
14358,0.025280003,0.8056083,0.602582528,0.916239643,0.061321707,0.226187557,169.563,0.961448094,272,Word Power (The Instrumentals),Bilal Bashir &amp; Divine Styler,Hip-Hop,6/3/2009 10:38,Rain
14359,0.092663009,0.762875202,0.745030365,0.00046237,0.317875497,0.329960856,192.134,0.782526503,188,Of Unknown Origin,OUO,Hip-Hop,6/3/2009 10:52,Eye 2 Eye
14360,0.473412905,0.524404992,0.629355862,0.003698885,0.222832615,0.318454558,136.731,0.606321511,187,Of Unknown Origin,OUO,Hip-Hop,6/3/2009 10:52,Hooks Reloaded
14361,0.896270972,0.586702419,0.324914202,0,0.38784306,0.966177407,70.734,0.867077051,235,Of Unknown Origin,OUO,Hip-Hop,6/3/2009 10:52,It's Time
14363,0.083907034,0.820749095,0.736450319,0.908695135,0.088225482,0.060337091,116.978,0.360322043,301,April January,Thaione Davis,Hip-Hop,6/3/2009 10:59,4:15 p.m. (Thursday)
14364,0.000902037,0.787547367,0.930014943,0.958256664,0.051501078,0.079931737,90.931,0.683226768,185,April January,Thaione Davis,Hip-Hop,6/3/2009 10:59,Mandolin Theatre
14365,0.08999113,0.741833415,0.461278864,0.89130305,0.117767987,0.06476088,163.877,0.565653204,367,April January,Thaione Davis,Hip-Hop,6/3/2009 10:59,Requiem for Stateway
14366,0.683024778,0.68048884,0.915543894,0.002618725,0.216760843,0.194829188,100.946,0.699441722,222,After This... I'll Holla!!! [On Everythang I Love],Eddie Meeks,Hip-Hop,6/3/2009 11:09,Grown Folklore feat. Willie Evans Jr.
14367,0.2415987,0.726683083,0.920856875,2.20E-07,0.222257031,0.430778842,91.478,0.237005734,186,After This... I'll Holla!!! [On Everythang I Love],Eddie Meeks,Hip-Hop,6/3/2009 11:09,E-M-Pereal
14369,0.114906616,0.533754851,0.770350554,6.80E-09,0.061219509,0.263806343,179.75,0.781065916,238,After This... I'll Holla!!! [On Everythang I Love],Eddie Meeks,Hip-Hop,6/3/2009 11:09,Fist Fulla Biscuits
14371,0.136601845,0.66320356,0.732110408,2.00E-10,0.224890782,0.617115363,185.888,0.706019887,237,After This... I'll Holla!!! [On Everythang I Love],Eddie Meeks,Hip-Hop,6/3/2009 11:14,The Bitterdose
14372,0.054600894,0.793883765,0.430143519,0.003140539,0.215624532,0.354537754,87.049,0.52719944,278,Skyline,Mr Skurge Khingass,Hip-Hop,6/3/2009 11:22,Joe Fetter
14373,0.128033085,0.66560426,0.469926792,0.00163193,0.089767058,0.48244295,104.668,0.831179052,177,Skyline,Mr Skurge Khingass,Hip-Hop,6/3/2009 11:22,Windy feat. Slug of Atmosphere
14377,0.132665869,0.543446648,0.539951809,0.001000969,0.068922879,0.425078042,117.92,0.439223703,208,A2: What Should Have Been,Storm the Unpredictable,Hip-Hop,6/3/2009 11:44,Contradictions
14378,0.490666831,0.483674866,0.554540086,0.000000416,0.20045523,0.495373695,190.648,0.590986072,191,A2: What Should Have Been,Storm the Unpredictable,Hip-Hop,6/3/2009 11:44,Get Your Weight Up remix
14379,0.508241384,0.763618048,0.617067566,1.08E-05,0.351421399,0.106245277,89.29,0.611913955,251,A2: What Should Have Been,Storm the Unpredictable,Hip-Hop,6/3/2009 11:44,Grown Folks Biz
14380,0.776197147,0.703186995,0.717266856,1.60E-06,0.581159832,0.480669791,95.669,0.792202578,197,A2: What Should Have Been,Storm the Unpredictable,Hip-Hop,6/3/2009 11:44,In Case You Forgot - featuring Priest da nomad
14381,0.099775447,0.79543018,0.486938212,0.000135812,0.080952506,0.436374619,179.872,0.853045232,191,Creative Commerce,Cadence,Hip-Hop,6/3/2009 12:02,No Can Do - featuring Prince Po
14382,0.375930792,0.657372968,0.624888485,0.619710856,0.082696319,0.202065703,185.718,0.806898994,137,Creative Commerce,Cadence,Hip-Hop,6/3/2009 12:02,Creative Commerce
14383,0.641765506,0.702838325,0.649216353,0.684204879,0.129143112,0.106591767,91.988,0.353624803,206,Creative Commerce,Cadence,Hip-Hop,6/3/2009 12:02,Man Overboard
14386,0.072737061,0.683909611,0.513943407,0.01725157,0.168078864,0.348738277,179.268,0.338443453,255,Illatron Magnetic,9th Scientist,Hip-Hop,6/3/2009 12:09,I Love Hip Hop
14387,0.833929389,0.392485699,0.932573872,2.93E-05,0.417749452,0.422058994,98.414,0.461987131,162,Illatron Magnetic,9th Scientist,Hip-Hop,6/3/2009 12:09,Verses ft. iLL Chemist
14388,0.846336333,0.738246991,0.52562085,4.35E-05,0.123304921,0.276221741,87.941,0.720355131,189,Illatron Magnetic,9th Scientist,Hip-Hop,6/3/2009 12:09,Do You Love Me?
14389,0.1144603,0.708004912,0.956940944,0.603734581,0.116147237,0.087981336,150.065,0.66673893,245,ABBRACADAMN!!!,Clan Destined,Hip-Hop,6/3/2009 12:26,Plan B
14390,0.016244969,0.867275285,0.558457729,0.728519316,0.105979989,0.169160563,96.5,0.482028596,239,ABBRACADAMN!!!,Clan Destined,Hip-Hop,6/3/2009 12:26,The Language
14391,0.010992819,0.642194745,0.450124329,0.038015346,0.220541125,0.089374678,95.773,0.316807202,215,ABBRACADAMN!!!,Clan Destined,Hip-Hop,6/3/2009 12:26,Freeze
14392,0.42350458,0.884883024,0.758796981,0.006482383,0.095521188,0.130409106,97.491,0.629666403,215,ABBRACADAMN!!!,Clan Destined,Hip-Hop,6/3/2009 12:26,Never All Ways (clean)
14405,0.35350819,0.752128671,0.179504669,0.014163987,0.11038017,0.028730429,96.008,0.384388976,258,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,After All
14406,0.333864865,0.626395888,0.298552845,0.002224837,0.087597469,0.029531814,161.996,0.382745819,187,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,Extreme ADD
14407,0.061937052,0.582724125,0.471231031,0.330293293,0.126578806,0.033099487,167.991,0.654316873,272,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,Girl From The Coast
14408,0.240474927,0.530922818,0.261635728,0.138980902,0.111655054,0.034683521,170.04,0.550383668,243,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,Songs About You
14409,0.211143472,0.671183207,0.345109515,0.062739775,0.181969626,0.030736851,110.097,0.612542493,166,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,Run or Fight
14411,0.026310438,0.575380028,0.5092292,0.451360148,0.091900312,0.036550817,165.965,0.808378188,223,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,The Numbers
14412,0.612226134,0.646759053,0.406923744,0.832429232,0.076614517,0.028893204,91.997,0.303587463,332,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:18,Only Abundance
14413,0.553061419,0.670010575,0.446928803,0.001202569,0.089533169,0.041362804,83.653,0.919461752,209,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:35,Along The Fault
14414,0.344719514,0.758067548,0.323318404,0.016676836,0.085672311,0.030662429,101.993,0.443876227,221,Live at WFMU on Liz Berg's Show on 2/09/09,Regia,Rock,6/4/2009 8:35,Our World
14416,0.055469514,0.541624236,0.422324437,0.88527182,0.116272112,0.031219723,98.535,0.843891049,317,Live at WFMU on Keili's show on 6/7/09,Sigmund Droid,Rock,6/4/2009 8:59,Tender Kisses
14417,0.055397074,0.595208743,0.474514841,0.875199243,0.283418369,0.039355059,145.196,0.976784729,151,Live at WFMU on Keili's show on 6/7/09,Sigmund Droid,Rock,6/4/2009 8:59,Baby in a Bowl
